Date,Product,UnitPrice,Quantity,TotalSales
2025-01-23,Iced Chocolate,80,2,160
2025-01-23,Iced Lemon Tea,65,1,65
2025-01-23,Iced Matcha Latte,90,1,90
2025-01-23,Red Velvet Cake,110,1,110
2025-01-23,Sausage Roll,75,1,75
2025-01-23,Strawberry Italian Soda,60,2,120
2025-01-23,Yuzu Soda,70,1,70
2025-01-24,Almond Croissant,85,2,170
2025-01-24,Blueberry Muffin,60,3,180
2025-01-24,Butter Croissant,65,1,65
2025-01-24,Chamomile Tea,55,1,55
2025-01-24,Chicken Pie,85,1,85
2025-01-24,Chocolate Chip Cookie,45,2,90
2025-01-24,Chocolate Fudge Cake,105,1,105
2025-01-24,Club Sandwich,110,1,110
2025-01-24,Coffee Frappe,95,4,380
2025-01-24,Cold Brew,90,1,90
2025-01-24,Earl Grey Tea,55,2,110
2025-01-24,Flat White,75,1,75
2025-01-24,Fudgy Brownie,75,1,75
2025-01-24,Ham & Cheese Sandwich,85,2,170
2025-01-24,Hot Americano,65,2,130
2025-01-24,Hot Cappuccino,75,2,150
2025-01-24,Hot Chocolate,70,3,210
2025-01-24,Hot Latte,75,1,75
2025-01-24,Hot Matcha Latte,80,3,240
2025-01-24,Hot Mocha,80,3,240
2025-01-24,Iced Caramel Macchiato,90,1,90
2025-01-24,Iced Latte,80,2,160
2025-01-24,Iced Lemon Tea,65,2,130
2025-01-24,New York Cheesecake,120,3,360
2025-01-24,Pain au Chocolat,80,2,160
2025-01-24,Red Velvet Cake,110,1,110
2025-01-24,Spinach Quiche,95,2,190
2025-01-24,Strawberry Italian Soda,60,1,60
2025-01-25,Almond Croissant,85,4,340
2025-01-25,Blueberry Muffin,60,2,120
2025-01-25,Carrot Cake,110,1,110
2025-01-25,Chamomile Tea,55,1,55
2025-01-25,Chicken Pie,85,1,85
2025-01-25,Chocolate Chip Cookie,45,1,45
2025-01-25,Club Sandwich,110,2,220
2025-01-25,Cold Brew,90,2,180
2025-01-25,Earl Grey Tea,55,1,55
2025-01-25,Flat White,75,3,225
2025-01-25,Fudgy Brownie,75,2,150
2025-01-25,Ham & Cheese Sandwich,85,2,170
2025-01-25,Hot Americano,65,2,130
2025-01-25,Hot Cappuccino,75,4,300
2025-01-25,Hot Caramel Macchiato,80,2,160
2025-01-25,Hot Matcha Latte,80,1,80
2025-01-25,Hot Thai Tea,60,3,180
2025-01-25,Iced Americano,70,3,210
2025-01-25,Iced Chocolate,80,2,160
2025-01-25,Iced Latte,80,1,80
2025-01-25,Iced Matcha Latte,90,1,90
2025-01-25,Iced Thai Tea,70,1,70
2025-01-25,Pain au Chocolat,80,2,160
2025-01-25,Peach Tea,65,2,130
2025-01-25,Red Velvet Cake,110,1,110
2025-01-25,Spinach Quiche,95,3,285
2025-01-25,Strawberry Italian Soda,60,3,180
2025-01-26,Banoffee Pie,100,2,200
2025-01-26,Blueberry Muffin,60,2,120
2025-01-26,Butter Croissant,65,1,65
2025-01-26,Chamomile Tea,55,3,165
2025-01-26,Chicken Pie,85,3,255
2025-01-26,Chocolate Chip Cookie,45,1,45
2025-01-26,Chocolate Fudge Cake,105,1,105
2025-01-26,Club Sandwich,110,1,110
2025-01-26,Coffee Frappe,95,1,95
2025-01-26,Espresso,60,2,120
2025-01-26,Flat White,75,2,150
2025-01-26,Ham & Cheese Sandwich,85,1,85
2025-01-26,Hot Cappuccino,75,4,300
2025-01-26,Hot Caramel Macchiato,80,1,80
2025-01-26,Hot Matcha Latte,80,3,240
2025-01-26,Hot Mocha,80,3,240
2025-01-26,Hot Thai Tea,60,1,60
2025-01-26,Iced Americano,70,4,280
2025-01-26,Iced Chocolate,80,3,240
2025-01-26,Iced Latte,80,1,80
2025-01-26,Iced Lemon Tea,65,3,195
2025-01-26,Iced Thai Tea,70,2,140
2025-01-26,New York Cheesecake,120,2,240
2025-01-26,Pain au Chocolat,80,1,80
2025-01-26,Red Velvet Cake,110,1,110
2025-01-26,Sausage Roll,75,3,225
2025-01-26,Strawberry Italian Soda,60,2,120
2025-01-26,Yuzu Soda,70,2,140
2025-01-27,Almond Croissant,85,2,170
2025-01-27,Blueberry Muffin,60,1,60
2025-01-27,Butter Croissant,65,2,130
2025-01-27,Carrot Cake,110,2,220
2025-01-27,Chamomile Tea,55,2,110
2025-01-27,Chicken Pie,85,1,85
2025-01-27,Chocolate Chip Cookie,45,1,45
2025-01-27,Chocolate Fudge Cake,105,2,210
2025-01-27,Club Sandwich,110,2,220
2025-01-27,Coffee Frappe,95,1,95
2025-01-27,Cold Brew,90,1,90
2025-01-27,Earl Grey Tea,55,3,165
2025-01-27,Espresso,60,1,60
2025-01-27,Flat White,75,2,150
2025-01-27,Fudgy Brownie,75,1,75
2025-01-27,Ham & Cheese Sandwich,85,3,255
2025-01-27,Hot Americano,65,2,130
2025-01-27,Hot Cappuccino,75,2,150
2025-01-27,Hot Mocha,80,1,80
2025-01-27,Hot Thai Tea,60,1,60
2025-01-27,Iced Americano,70,2,140
2025-01-27,Iced Caramel Macchiato,90,1,90
2025-01-27,Iced Chocolate,80,2,160
2025-01-27,Iced Latte,80,2,160
2025-01-27,Iced Lemon Tea,65,2,130
2025-01-27,New York Cheesecake,120,3,360
2025-01-27,Pain au Chocolat,80,1,80
2025-01-27,Peach Tea,65,2,130
2025-01-27,Red Velvet Cake,110,2,220
2025-01-27,Sausage Roll,75,2,150
2025-01-27,Strawberry Italian Soda,60,1,60
2025-01-27,Tiramisu,125,1,125
2025-01-28,Butter Croissant,65,1,65
2025-01-28,Carrot Cake,110,1,110
2025-01-28,Chamomile Tea,55,2,110
2025-01-28,Chicken Pie,85,1,85
2025-01-28,Chocolate Fudge Cake,105,2,210
2025-01-28,Club Sandwich,110,2,220
2025-01-28,Coffee Frappe,95,1,95
2025-01-28,Cold Brew,90,1,90
2025-01-28,Espresso,60,2,120
2025-01-28,Fudgy Brownie,75,1,75
2025-01-28,Ham & Cheese Sandwich,85,2,170
2025-01-28,Hot Americano,65,2,130
2025-01-28,Hot Cappuccino,75,1,75
2025-01-28,Hot Caramel Macchiato,80,1,80
2025-01-28,Hot Chocolate,70,1,70
2025-01-28,Hot Latte,75,1,75
2025-01-28,Hot Matcha Latte,80,1,80
2025-01-28,Hot Mocha,80,2,160
2025-01-28,Hot Thai Tea,60,2,120
2025-01-28,Iced Caramel Macchiato,90,3,270
2025-01-28,Iced Latte,80,1,80
2025-01-28,Iced Mocha,85,1,85
2025-01-28,Iced Thai Tea,70,2,140
2025-01-28,New York Cheesecake,120,3,360
2025-01-28,Pain au Chocolat,80,1,80
2025-01-28,Red Velvet Cake,110,2,220
2025-01-28,Sausage Roll,75,1,75
2025-01-28,Spinach Quiche,95,4,380
2025-01-29,Almond Croissant,85,3,255
2025-01-29,Banoffee Pie,100,1,100
2025-01-29,Blueberry Muffin,60,1,60
2025-01-29,Butter Croissant,65,1,65
2025-01-29,Chicken Pie,85,1,85
2025-01-29,Chocolate Chip Cookie,45,2,90
2025-01-29,Chocolate Fudge Cake,105,2,210
2025-01-29,Club Sandwich,110,2,220
2025-01-29,Coffee Frappe,95,2,190
2025-01-29,Cold Brew,90,2,180
2025-01-29,Earl Grey Tea,55,5,275
2025-01-29,Fudgy Brownie,75,1,75
2025-01-29,Ham & Cheese Sandwich,85,4,340
2025-01-29,Hot Americano,65,1,65
2025-01-29,Hot Cappuccino,75,3,225
2025-01-29,Hot Mocha,80,2,160
2025-01-29,Hot Thai Tea,60,2,120
2025-01-29,Iced Americano,70,1,70
2025-01-29,Iced Caramel Macchiato,90,3,270
2025-01-29,Iced Chocolate,80,1,80
2025-01-29,Iced Latte,80,1,80
2025-01-29,Iced Lemon Tea,65,1,65
2025-01-29,Iced Mocha,85,1,85
2025-01-29,New York Cheesecake,120,1,120
2025-01-29,Pain au Chocolat,80,1,80
2025-01-29,Peach Tea,65,2,130
2025-01-29,Red Velvet Cake,110,1,110
2025-01-29,Sausage Roll,75,1,75
2025-01-29,Tiramisu,125,2,250
2025-01-30,Almond Croissant,85,6,510
2025-01-30,Blueberry Muffin,60,1,60
2025-01-30,Butter Croissant,65,1,65
2025-01-30,Chamomile Tea,55,2,110
2025-01-30,Chocolate Chip Cookie,45,1,45
2025-01-30,Chocolate Fudge Cake,105,1,105
2025-01-30,Club Sandwich,110,1,110
2025-01-30,Coffee Frappe,95,2,190
2025-01-30,Earl Grey Tea,55,2,110
2025-01-30,Espresso,60,1,60
2025-01-30,Flat White,75,5,375
2025-01-30,Ham & Cheese Sandwich,85,1,85
2025-01-30,Hot Americano,65,4,260
2025-01-30,Hot Chocolate,70,2,140
2025-01-30,Hot Latte,75,1,75
2025-01-30,Hot Matcha Latte,80,3,240
2025-01-30,Hot Mocha,80,1,80
2025-01-30,Hot Thai Tea,60,2,120
2025-01-30,Iced Caramel Macchiato,90,4,360
2025-01-30,Iced Lemon Tea,65,1,65
2025-01-30,Iced Mocha,85,1,85
2025-01-30,Iced Thai Tea,70,1,70
2025-01-30,New York Cheesecake,120,1,120
2025-01-30,Pain au Chocolat,80,2,160
2025-01-30,Peach Tea,65,1,65
2025-01-30,Red Velvet Cake,110,2,220
2025-01-30,Sausage Roll,75,3,225
2025-01-30,Spinach Quiche,95,2,190
2025-01-30,Strawberry Italian Soda,60,1,60
2025-01-31,Almond Croissant,85,1,85
2025-01-31,Blueberry Muffin,60,2,120
2025-01-31,Butter Croissant,65,2,130
2025-01-31,Chamomile Tea,55,3,165
2025-01-31,Chicken Pie,85,2,170
2025-01-31,Chocolate Fudge Cake,105,1,105
2025-01-31,Coffee Frappe,95,2,190
2025-01-31,Cold Brew,90,1,90
2025-01-31,Earl Grey Tea,55,1,55
2025-01-31,Espresso,60,3,180
2025-01-31,Hot Americano,65,2,130
2025-01-31,Hot Cappuccino,75,1,75
2025-01-31,Hot Chocolate,70,2,140
2025-01-31,Hot Matcha Latte,80,4,320
2025-01-31,Hot Mocha,80,2,160
2025-01-31,Hot Thai Tea,60,1,60
2025-01-31,Iced Americano,70,2,140
2025-01-31,Iced Caramel Macchiato,90,1,90
2025-01-31,Iced Chocolate,80,1,80
2025-01-31,Iced Latte,80,1,80
2025-01-31,Iced Mocha,85,1,85
2025-01-31,Red Velvet Cake,110,4,440
2025-01-31,Sausage Roll,75,2,150
2025-01-31,Spinach Quiche,95,2,190
2025-01-31,Strawberry Italian Soda,60,1,60
